   15.00  27.50  39.00  47.00  59.00  70.00  82.50  94.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  94.00 107.50  
   17.00  28.00  40.00  50.00  58.00  70.00  80.00  93.00 107.50  
   16.88  28.00  38.00  50.00  58.00  68.00  82.50  92.00 107.50  
   16.88  30.42  39.00  50.00  59.00  70.00  82.50  94.00 107.50  
   16.88  29.00  42.57  50.00  60.00  69.00  82.50  94.00 107.50  
   15.00  25.00  36.00  46.00  55.00  68.00  78.00  94.00 114.41  
   16.88  29.00  40.00  50.00  60.00  70.00  82.50  94.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  97.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  97.00 108.50  
   16.88  29.00  42.00  52.00  62.00  74.00  84.00  95.00 108.50  
   16.88  29.00  40.00  50.00  59.00  70.00  82.50  93.00 107.50  
   14.00  29.00  40.00  50.00  61.00  71.00  84.00  95.00 110.55  
   15.07  28.00  40.00  49.00  61.00  71.00  82.00  95.00 107.50  
   16.88  31.06  41.00  52.00  61.84  73.00  88.00  97.00 110.36  
   16.88  31.91  39.00  50.00  60.00  70.00  82.50  97.00 111.85  
   16.88  28.00  39.00  50.00  61.51  70.00  82.50  97.00 107.50  
   16.88  30.00  42.14  50.00  60.00  70.00  82.50  95.10 105.07  
   16.88  30.00  41.00  50.00  60.00  70.00  84.00  97.00 107.50  
   16.88  29.00  39.00  50.00  59.00  70.00  82.50  97.00 107.50  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  96.00 107.50  
   16.88  27.50  38.00  48.00  58.00  70.00  82.50  94.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  97.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  95.00 107.50  
   19.04  29.00  39.00  50.00  61.68  70.00  84.00  96.00 107.50  
   16.88  27.50  39.00  48.00  59.00  70.00  82.50  93.00 107.50  
   17.00  27.50  39.00  50.00  59.00  70.00  82.50  97.00 108.50  
   16.88  31.91  40.51  50.00  61.69  70.00  82.50  97.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  97.00 107.50  
   16.88  27.50  38.00  48.00  57.00  70.00  82.50  93.00 107.00  
   16.88  28.85  39.69  49.76  61.32  70.00  82.50  96.00 107.00  
   16.88  28.50  40.00  50.00  59.00  68.00  82.50  93.00 107.00  
   15.00  27.00  40.00  50.00  61.00  70.00  82.00  94.00 107.50  
   16.00  28.00  40.00  49.00  60.00  70.00  81.37  97.00 108.00  
   16.88  27.50  39.00  51.00  60.00  71.00  82.50  95.00 106.00  
   15.00  28.00  40.00  48.00  58.00  71.00  80.00  95.00 108.00  
   19.00  30.33  39.00  50.00  61.32  70.00  82.50  97.00 107.50  
   16.88  30.00  41.00  51.00  59.00  70.00  82.50  97.00 107.50  
   16.88  29.99  39.00  50.00  59.00  70.00  82.50  96.00 107.50  
   16.88  29.00  38.00  49.00  59.00  69.00  82.50  97.00 108.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
   16.88  27.50  39.00  49.00  59.00  70.00  82.50  95.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  95.00 107.50  
   16.88  27.50  38.00  48.00  59.00  67.00  82.50  95.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  95.00 107.50  
   16.88  27.50  39.00  49.00  61.26  70.00  82.50  95.00 107.50  
   16.88  27.50  39.00  50.00  58.00  69.00  82.50  97.00 107.50  
   17.00  29.00  39.00  50.00  60.00  70.00  82.50  97.00 107.50  
   20.26  30.00  39.00  50.00  60.00  70.00  82.50  95.00 107.50  
   16.88  27.50  39.00  50.00  60.00  70.00  82.50  97.00 107.50  
   16.88  27.50  39.00  51.00  59.00  70.00  82.50  97.00 107.50  
   16.88  29.00  40.00  48.54  61.00  71.43  82.50  94.81 111.21  
   16.88  29.00  40.00  50.00  59.46  69.00  82.50  97.00 107.50  
   16.88  30.00  40.00  52.00  62.00  73.00  83.00  96.00 110.21  
   15.36  29.00  40.00  50.00  60.00  70.00  80.00  93.86 107.50  
   16.00  30.00  42.00  51.00  62.00  72.00  86.00  97.00 111.00  
   16.88  29.00  39.00  50.00  59.00  70.00  82.50  96.00 107.50  
   19.19  30.59  42.57  52.59  62.37  73.26  82.50  97.00 110.78  
   18.80  30.07  39.00  50.00  60.00  70.00  82.50  97.00 107.50  
   16.88  29.57  40.00  52.59  62.00  73.75  82.50  97.00 111.00  
   16.88  30.33  39.00  50.00  60.00  70.00  82.50  95.10 106.07  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
   16.88  27.50  39.00  47.00  57.00  68.00  82.50  96.00 107.50  
   13.00  23.00  34.00  46.00  54.00  65.00  78.00  92.00 108.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  97.00 107.50  
   16.88  30.00  39.00  50.00  59.00  70.00  82.50  97.00 112.65  
   16.88  28.50  41.00  50.00  59.00  72.00  83.00  94.00 108.50  
   16.88  29.00  41.00  50.00  61.00  71.00  82.50  96.00 108.50  
   16.88  27.50  39.00  50.00  60.00  72.00  82.50  97.00 107.50  
   16.88  29.00  41.00  50.00  61.00  69.15  82.50  95.00 107.50  
   16.88  29.00  41.00  51.00  59.00  68.00  82.50  96.00 110.00  
   16.88  29.00  39.00  50.00  59.00  70.00  82.50  94.00 107.50  
   16.88  30.00  40.00  50.00  61.00  70.00  82.50  97.00 107.50  
   16.88  30.00  42.00  50.00  62.00  70.00  82.50  97.00 112.58  
   16.88  29.00  41.00  51.00  62.00  72.00  82.50  98.00 108.50  
   17.00  28.00  40.00  50.00  60.00  69.00  82.50  94.00 108.00  
   15.00  30.00  40.00  50.00  60.00  70.00  82.00  96.00 107.50  
   16.00  28.47  39.31  50.14  60.00  68.00  82.50  97.00 109.00  
   19.00  30.33  40.00  50.00  61.32  72.09  82.50  97.00 112.00  
   18.80  29.00  40.00  50.00  59.00  69.00  82.50  95.00 107.50  
   18.00  30.62  40.00  53.27  63.55  74.00  82.50  97.00 112.27  
   18.86  30.15  39.00  51.00  60.00  70.00  82.50  96.00 107.50  
   16.88  27.50  42.30  50.00  62.00  71.00  83.50  97.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  97.00 107.50  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
   15.00  26.00  35.00  45.00  55.00  65.00  80.00  97.00 107.50  
   16.00  27.00  37.00  50.95  58.00  68.00  80.00  94.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  97.00 107.50  
   16.88  28.50  39.00  50.00  59.00  70.00  82.50  97.00 107.50  
   16.88  27.50  39.00  50.00  59.00  68.00  82.50  95.00 107.53  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  94.00 107.50  
   16.88  30.00  41.00  51.00  61.00  70.00  82.50  96.00 107.50  
